,user_name,date,rating,review_text
587,공영훈,2년 전,5,"자전거, 사이클, 그리고 조깅."
588,이영수,2년 전,5,아늑해서
589,이정수,2년 전,5,공항 주차장 비용 부담될때 여기에 대고 공항까지 경전철 타고 가면됨
590,심영수,2년 전,4,엄청넓음
591,sangsu kim,2년 전,5,좋은
592,han kim,2년 전,5,공원까지보단 뚝길이 참 이뻐
593,딱한잔만,2년 전,5,느무느무 좋음
594,정태식,2년 전,5,최고
595,인타디스,2년 전,4,한강공원급의 강변공원을 기대하진 마세요.
596,김태봉,2년 전,5,매우양호
597,jin-ku Song,2년 전,5,부산 제일의 생태공원
598,Ju Young Kim,3년 전,5,쉬.기.좋.음
599,김영돈,2년 전,5,자연생태공원
600,김상호,3년 전,5,잔듸밭 체육시설 강바람 산책로 
601,김가은,3년 전,5,이번에 친구들이랑 자전거타고 가봐야겠네요~
602,Enfnal Seo,3년 전,4,파크골프장 36홀이 있슴
603,changeop Yune,3년 전,5,걷기. 자전거타기. 캠핑. 피크닉
604,박지섭,3년 전,3,대충 좋아
605,타타령,3년 전,4,너~무 넓어요
606,BOT RO,3년 전,3,자전거 빌리는데 비용 비쌈 추가비용 시간당 물음
607,레기오스,3년 전,5,가족공원
608,남자다,3년 전,5,좋쿠나 ㅋㅋ
609,목화,3년 전,5,좋아요
610,Kh,3년 전,4,좋아요
611,이형곤,3년 전,4,돛자리와 음료수를 준비해가길 바람.
612,Evade r,3년 전,5,부산락페스티벌때 방문
613,HoonSik Jung,4년 전,4,좋습니다.
614,케르베로스,4년 전,4,자전거타고감 다리아파 죽을뻔함 ㅠㅠ💎
615,ssh s,4년 전,5,ㅎㅎ
616,강호경,23시간 전,4,생태공원
617,J O Yu,3주 전,5,"(Google 번역 제공) Dong Thap 같은 공원을 찾고 싶다면?

(원문)
Làm thế nào về bạn đến đây Nếu bạn muốn tìm công viên như Đồng Tháp??"
618,Thach Katty 89,8달 전,3,"(Google 번역 제공) 흡입기 방문 ... 가족과 함께 외출 장소 찾기

(원문)
Đi thăm quan hít...tìm kiếm địa điểm đi chơi cùng gia đình"
619,ธัชกร เดชโรจนัย,2달 전,5,"I love here.

(Google 번역 제공)
여기가 좋아."
620,李鈺涵,1년 전,5,"(Google 번역 제공) 매우 아름다운 벚꽃
휴일은 한국인들이 피크닉에 나가기를 좋아하는 곳입니다.

가까운 HOMEPLUS 몰
매달려있는 역에 앉아 약 15 분 동안 걸으십시오.

(원문)
很漂亮的櫻花樹 
假日為韓國人喜歡來踏青郊遊的地方

附近有HOMEPLUS商場
坐到掛法站走路最近  沙上站約走十五分鐘"
621,Tim Lai,1년 전,4,"(Google 번역 제공) 2019년 4월 6일은 공항 근처 제방의 가장자리에, 벚꽃은 이상, 바닥 곳곳을 방황, 꽃 떨어진.

(원문)
2019/04/06，就在機場附近的河堤邊，櫻花盛開過了，落英繽紛，滿地飄零。"
622,Ariz Uzman,11달 전,5,"Beautyfull ecological park and sport venues.....

(Google 번역 제공)
Beautyfull 생태 공원 및 스포츠 경기장 ....."
623,Patrick Conway,1년 전,5,"Great space for all kinds of activities, really close to Sasang transportation hub.

(Google 번역 제공)
모든 종류의 활동을위한 훌륭한 공간, 사상 (Sasang) 교통 허브와 매우 가깝습니다."
624,cs kim,2주 전,5,"good

(Google 번역 제공)
좋은"
625,Tin Gallemaso,1년 전,5,"Saw this place in Instagram so we went early morning only to feel confused because almost the entire area was a bare field. Anyhow, we just continued walking since we we're also enjoying the fresh air and the sound of the different birds…"
626,Nataliya Lee,1년 전,4,"The park is good if you're planning to spend weekdays with your so or children. You can rent a roller or bike for affordable price

(Google 번역 제공)
주중에 자녀들과 함께 지낼 계획이라면 공원이 좋습니다. 저렴한 가격에 롤러 또는 자전거를 빌릴 수 있습니다."
627,Young C,1년 전,5,"Nice cherry blossoms road in Spring

(Google 번역 제공)
봄에 좋은 벚꽃 도로"
628,peter choi,1년 전,5,"Ecological park is good to take a walk and exercise. There are a variety of sports facilities for free.

(Google 번역 제공)
생태 공원은 산책과 운동을하는 것이 좋습니다. 무료로 다양한 스포츠 시설이 있습니다."
629,SaxoKit CD,1년 전,5,"(Google 번역 제공) 여기 사이클링은 정말 편안합니다.

(원문)
在這裡騎單車真的非常舒心。"
630,James Ko,1년 전,5,"Busan Intl Rock Festival was held here.

(Google 번역 제공)
부산 국제 락 페스티벌이 여기서 개최되었습니다."
631,孙云鹤,1년 전,4,"(Google 번역 제공) 오늘 공원에서 활동 중이며 관중들은 매우 열정적이며 이벤트에 참여합니다. 아무도 비가 내리지 않습니다.

(원문)
今天公园有活动，观众非常热情，参与到活动中，雨中也没人离开。"
632,YR Jeong,1년 전,4,"I went to this place again to walk by riverside. It was a beautiful day when colorful leaves were falling down slowly like pictures below. But it was noisy for driving cars on the roads. Nov. 2018.
~~~~
This place is a riverside park which…"
633,陳玉玲,1년 전,5,"(Google 번역 제공) 부산의 벚꽃 명소

(원문)
釜山賞櫻必來景點"
634,菊地暁浩,9달 전,5,"(Google 번역 제공) 달리기에 최적입니다

(원문)
ランニングに最適です"
635,Jaden Kim,1년 전,5,"It's very good to romantic date!

(Google 번역 제공)
낭만적 인 데이트에 아주 좋습니다!"
636,Trung Dinh,2년 전,4,"(Google 번역 제공) 넓고 시원하며 아름답고 DC 스포츠를 즐기십시오.

(원문)
rộng, mát, đẹp và chơi dc thể thao"
637,Suzy Tsai,1년 전,5,"(Google 번역 제공) 벚꽃은 장관이다

(원문)
櫻花盛開很壯觀"
638,Maqsood Chattha,1년 전,5,"(Google 번역 제공) Ch Muhammad maqsood chattha

(원문)
Ch Muhammad maqsood chattha"
639,Rami A Dalloul,2년 전,3,"It's nice only in spring or fall and it suits more for who is looking for walking ... Usually the field there is empty unless they have festival.

(Google 번역 제공)
그것은 봄 또는 가을에만 좋으며 걷는 사람을 찾는 데 더 적합합니다 ... 축제가없는 한 보통 필드는 비어 있습니다."
640,Vasanthan,2년 전,5,"Good place to walk around and relax.

(Google 번역 제공)
걸어 다니고 휴식을 취하기에 좋은 곳."
641,trang ngô,11달 전,5,"(Google 번역 제공) 예쁜

(원문)
Đẹp"
642,Lutf Rahman,1년 전,3,"It is large and entertaiment place

(Google 번역 제공)
크고 유쾌한 장소입니다."
643,왕여주,2년 전,4,"(Google 번역 제공) 자전거를 타기에 아주 좋은 장소이며, 자전거를 타실 수있는 곳이 많습니다. 산책을하거나 운동을하거나 자전거를 타실 수도 있습니다.
좋은 환경이 좋은 곳입니다.

(원문)
這裡是骑自行車非常好的地方,場地廣闊,有自行車道,在這也可散步,運動,環
境好,是一個好地方。"
644,H F,1년 전,5,"We can do any sports

(Google 번역 제공)
우리는 모든 스포츠를 할 수 있습니다"
645,Yongjune Park,2년 전,5,"Excellent place for a walk and cycling.

(Google 번역 제공)
산책과 사이클링을위한 훌륭한 장소."
646,htike aung,1년 전,5,"nice place for drone lover

(Google 번역 제공)
무인 항공기 애인을위한 좋은 장소"
647,Song Junhyouk,2년 전,5,"For family, and with safety, good places

(Google 번역 제공)
가족과 안전하고 좋은 곳"
648,Diyah Fatimah Oktaviani,2년 전,5,"Good for walking around, nice place for family in the weekend

(Google 번역 제공)
걸어 다니기에 좋고 주말에 가족에게 좋은 곳"
649,CJ CHUNG,1년 전,5,"The Chemical Brothers

(Google 번역 제공)
화학 형제"
650,Gihan Ekanayake,2년 전,4,"Nice environment. Good for feel the environment.

(Google 번역 제공)
좋은 환경. 환경을 느끼기에 좋습니다."
651,Chitapa B.,2년 전,4,"It is connected to light rail. There is Home Plus at station.

(Google 번역 제공)
라이트 레일에 연결됩니다. 역에 홈 플러스가 있습니다."
652,Eilis McGlew,3년 전,3,"Good sports pitches. Could be cleaner.

(Google 번역 제공)
좋은 스포츠 경기장. 더 깨끗할 수 있습니다."
653,Miyeon Lee,2년 전,5,"Great place to walk the dogs

(Google 번역 제공)
개를 걸을 수있는 좋은 장소"
654,Youtube BLUD,1년 전,5,"A+

(Google 번역 제공)
A +"
655,Vincent Lee,2년 전,5,"(Google 번역 제공) 매우 아름다운 벚꽃

(원문)
很漂亮的櫻花"
656,김남,1년 전,3,"so so

(Google 번역 제공)
그저 그래"
657,김환진,1년 전,5,"Good!!!

(Google 번역 제공)
좋은!!!"
658,Judi Norton,2년 전,4,"Nice place to visit

(Google 번역 제공)
방문하기 좋은 곳"
659,Diana Tamacas,2년 전,5,"Beautiful scenery.

(Google 번역 제공)
아름다운 풍경."
660,kyu tak kim,2년 전,5,"Great place to bike

(Google 번역 제공)
자전거를 타기 좋은 곳"
661,홍수환,2년 전,4,"For children, the park is best place but bicycles are too expensive.

(Google 번역 제공)
어린이에게는 공원이 가장 좋은 곳이지만 자전거는 너무 비쌉니다."
662,cool breez,3년 전,4,"Love it

(Google 번역 제공)
그것을 사랑해"
663,꿀돼지,2년 전,5,
664,Emmanuel Huey,1년 전,5,
665,jonghyuk oh,9달 전,4,
666,Young Ki Min,10달 전,4,
667,suesue sss,3년 전,5,
668,허호철,1년 전,5,
669,은지,1년 전,5,
670,박승윤,2년 전,5,
671,안운기,9달 전,5,
672,서창민,1년 전,5,
673,김상득,5달 전,4,
674,아토믹,1년 전,4,
675,남성환,2년 전,5,
676,정호재,1년 전,5,
677,Van chien Nguyen,2년 전,5,
